OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,MonitoringLocationIdentifier,ResultIdentifier,DataLoggerLine,ResultDetectionConditionText,MethodSpecificationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,DataQuality/BiasValue,ConfidenceIntervalValue,UpperConfidenceLimitValue,LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultSamplingPointName,BiologicalIntentName,BiologicalIndividualIdentifier,SubjectTaxonomicName,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GroupSummaryCountWeight/MeasureValue,GroupSummaryCountWeight/MeasureUnitCode,CellFormName,CellShapeName,HabitName,VoltismName,TaxonomicPollutionTolerance,TaxonomicPollutionToleranceScaleText,TrophicLevelName,FunctionalFeedingGroupName,TaxonomicDetailsCitation/ResourceTitleName,TaxonomicDetailsCitation/ResourceCreatorName,TaxonomicDetailsCitation/ResourceSubjectText,TaxonomicDetailsCitation/ResourcePublisherName,TaxonomicDetailsCitation/ResourceDate,TaxonomicDetailsCitation/ResourceIdentifier,FrequencyClassInformationUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,AnalysisStartTime/Time,AnalysisStartTime/TimeZoneCode,AnalysisEndDate,AnalysisEndTime/Time,AnalysisEndTime/TimeZoneCode,ResultLaboratoryCommentCode,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,LaboratoryAccreditationIndicator,LaboratoryAccreditationAuthorityName,TaxonomistAccreditationIndicator,TaxonomistAccreditationAuthorityName,LabSamplePreparationUrl,ProviderName
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-IN604BHAB:OH-MLD531.5:20240103:1100:SR:WB:OC,2024-01-03,11:00:00,EST,31ORWUNT_WQX-OH-MLD531.5,STORET-1047027370,,,,Organic carbon,Dissolved,2.8,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5310-C,APHA,5310 C ~ Total Organic Carbon in Water- Ultraviolet Oxidation Method,,,https://www.nemi.gov/methods/method_summary/5718/,,2024-01-10,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-IN604BHAB%3AOH-MLD531.5%3A20240103%3A1100%3ASR%3AWB%3AOC/results/1047027370/resdetectqntlmts,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ABLI_NBKC_202403140001^02,2024-03-14,11:19:00,EDT,11NPSWRD_WQX-ABLI_NBKC,STORET-1056172960,,,,Escherichia coli,Total,8.6,MPN/100mL,,Final,MPN,Actual,,24 Hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLILERT/2000,IDEXX,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,,,,WATERS Laboratory,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/11NPSWRD_WQX/activities/11NPSWRD_WQX-ABLI_NBKC_202403140001%5E02/results/1056172960/resdetectqntlmts,N,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR544.8M:20240306:1430:QFR,2024-03-06,14:30:00,EST,31ORWUNT_WQX-OR544.8M,STORET-1046627200,,,,Bromide,Total,0.11,mg/L,,Final,,Actual,,,,,,,,,,"PACE Lab ID is 4032628-03, User Supplied Activity ID changed to conform with Activity ID",,,,,,,,,,,,,,,,,,,,,,,,,,,,4500-CL-(E),APHA,4500 CL E  ~ Chloride in Water by Colorimetry- Automated Ferricyanide Method,,DATA,https://www.nemi.gov/methods/method_summary/9720/,"Pace Analytical Services, LLC",2024-03-12,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-LR-4.5M:20240108:1205:SR,2024-01-08,12:05:00,EST,31ORWUNT_WQX-LR-4.5M,STORET-1046626633,,,as C,Organic carbon,Total,4.9,mg/L,B,Final,,Actual,,,,,,,,,,[B] Target analyte detected in method blank at or above the method reporting limit.,,,,,,,,,,,,,,,,,,,,,,,,,,,,5310-C,APHA,5310 C ~ Total Organic Carbon in Water- Ultraviolet Oxidation Method,,,https://www.nemi.gov/methods/method_summary/5718/,"Pace Analytical Services, LLC",2024-01-10,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR544.8M:20240108:1330:SR,2024-01-08,13:30:00,EST,31ORWUNT_WQX-OR544.8M,STORET-1046627192,,Not Detected,,Total suspended solids,Total,,,U,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2540-D,APHA,2540 D ~ Total Suspended Solids in Water,,,https://www.nemi.gov/methods/method_summary/9819/,"Pace Analytical Services, LLC",2024-01-10,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR544.8M%3A20240108%3A1330%3ASR/results/1046627192/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR374.2M:20240125:1145:FM,2024-01-25,11:45:00,EST,31ORWUNT_WQX-OR374.2M,STORET-1046627023,,,,pH,,7.23,None,,Final,,Actual,,,,,,,,,,"PACE Lab ID is 4015410-03, User Supplied Activity ID changed to conform with Activity ID",,,,,,,,,,,,,,,,,,,,,,,,,,,,120.1,YSI,Direct Measurement Method,,,,"Pace Analytical Services, LLC",2024-01-25,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR544.8M:20240108:1330:SR,2024-01-08,13:30:00,EST,31ORWUNT_WQX-OR544.8M,STORET-1046627185,,,as C,Organic carbon,Total,2.6,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5310-C,APHA,5310 C ~ Total Organic Carbon in Water- Ultraviolet Oxidation Method,,,https://www.nemi.gov/methods/method_summary/5718/,"Pace Analytical Services, LLC",2024-01-10,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR640M:20240108:1030:SR,2024-01-08,10:30:00,EST,31ORWUNT_WQX-OR640M,STORET-1046627332,,,,Magnesium,Total,8.19,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,,https://www.nemi.gov/methods/method_summary/4690/,"Pace Analytical Services, LLC",2024-01-17,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR640M:20240306:1130:SRR,2024-03-06,11:30:00,EST,31ORWUNT_WQX-OR640M,STORET-1046729584,,,,Barium,"Unfiltered, field",42.4,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,,https://www.nemi.gov/methods/method_summary/4690/,Virginia Division of Consolidated Lab Service,2024-04-03,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR544.8M:20240306:1430:SR,2024-03-06,14:30:00,EST,31ORWUNT_WQX-OR544.8M,STORET-1046627228,,,as SO4,Sulfate,Total,40.4,mg/L,,Final,,Actual,,,,,,,,,,"PACE Lab ID is 4032628-02, User Supplied Activity ID changed to conform with Activity ID",,,,,,,,,,,,,,,,,,,,,,,,,,,,4500-CL-(E),APHA,4500 CL E  ~ Chloride in Water by Colorimetry- Automated Ferricyanide Method,,DATA,https://www.nemi.gov/methods/method_summary/9720/,"Pace Analytical Services, LLC",2024-03-12,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR640M:20240306:1130:SFST,2024-03-06,11:30:00,EST,31ORWUNT_WQX-OR640M,STORET-1046729546,,Not Detected,,Silver,"Filtered, field",,,U,Final,,Actual,,,,,,,,,,LF based on DCLS 'T' qualifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,,https://www.nemi.gov/methods/method_summary/4665/,Virginia Division of Consolidated Lab Service,2024-04-24,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR640M%3A20240306%3A1130%3ASFST/results/1046729546/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR640M:20240108:1030:FM,2024-01-08,10:30:00,EST,31ORWUNT_WQX-OR640M,STORET-1046627323,,,,"Temperature, water",,8.01,deg C,,Final,,Actual,,,,,,,,,,"PACE Lab ID is 4013463-01, User Supplied Activity ID changed to conform with Activity ID",,,,,,,,,,,,,,,,,,,,,,,,,,,,120.1,YSI,Direct Measurement Method,,,,"Pace Analytical Services, LLC",2024-01-08,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR640M:20240108:1030:QFB,2024-01-08,10:30:00,EST,31ORWUNT_WQX-OR640M,STORET-1046729434,,Not Detected,,Sodium,"Filtered, field",,,U,Final,,Actual,,,,,,,,,,LF based on DCLS 'T' qualifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,,https://www.nemi.gov/methods/method_summary/4690/,Virginia Division of Consolidated Lab Service,2024-01-31,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR640M%3A20240108%3A1030%3AQFB/results/1046729434/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-LR-4.5M:20240312:1415:SR,2024-03-12,14:15:00,EDT,31ORWUNT_WQX-LR-4.5M,STORET-1046626653,,,,Magnesium,Total,6.73,mg/L,,Final,,Actual,,,,,,,,,,"PACE Lab ID is 4033474-02, User Supplied Activity ID changed to conform with Activity ID",,,,,,,,,,,,,,,,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,,https://www.nemi.gov/methods/method_summary/4690/,"Pace Analytical Services, LLC",2024-03-23,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR374.2M:20240313:1105:SR,2024-03-13,11:05:00,EDT,31ORWUNT_WQX-OR374.2M,STORET-1046627081,,,as N,"Total Nitrogen, mixed forms",Total,1.16,mg/L,,Final,,Calculated,,,,,,,,,,"PACE Lab ID is 4033622-02, User Supplied Activity ID changed to conform with Activity ID",,,,,,,,,,,,,,,,,,,,,,,,,,,,351.1,USEPA,Total Kjeldahl Nitrogen by Colorimetry,,,https://www.nemi.gov/methods/method_summary/4872/,"Pace Analytical Services, LLC",2024-03-25,,,,,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ABLI_HSSS_202401110001Q/1,2024-01-11,10:50:00,EST,11NPSWRD_WQX-ABLI_HSSS,STORET-1056172786,,,,"Temperature, air",,7,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.1,USEPA,Temperature,,,https://www.nemi.gov/methods/method_summary/5216/,,,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR640M:20240108:1030:QFB,2024-01-08,10:30:00,EST,31ORWUNT_WQX-OR640M,STORET-1046729445,,Not Detected,,Beryllium,"Filtered, field",,,U,Final,,Actual,,,,,,,,,,LF based on DCLS 'T' qualifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,,https://www.nemi.gov/methods/method_summary/4665/,Virginia Division of Consolidated Lab Service,2024-01-31,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR640M%3A20240108%3A1030%3AQFB/results/1046729445/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-KY4.1M:20240327:0830:SR,2024-03-27,08:30:00,EDT,31ORWUNT_WQX-KY4.1M,STORET-1046626503,,,as N,Kjeldahl nitrogen,Total,0.55,mg/L,,Final,,Actual,,,,,,,,,,"PACE Lab ID is 4034990-01, User Supplied Activity ID changed to conform with Activity ID",,,,,,,,,,,,,,,,,,,,,,,,,,,,351.2,USEPA,351.2 ~ EPA; Total Kjeldahl Nitrogen by Colorimetry,,,https://www.nemi.gov/methods/method_summary/9626/,"Pace Analytical Services, LLC",2024-04-04,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR544.8M:20240108:0130:SFST,2024-01-08,01:30:00,EST,31ORWUNT_WQX-OR544.8M,STORET-1046729095,,Between Inst Detect and Quant Limit,,Lead,"Filtered, field",,,EST,Accepted,,Actual,,,,,,,,,,LF based on DCLS QQ qualifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,,https://www.nemi.gov/methods/method_summary/4665/,Virginia Division of Consolidated Lab Service,2024-01-26,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR544.8M%3A20240108%3A0130%3ASFST/results/1046729095/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR544.8M:20240108:0130:SFST,2024-01-08,01:30:00,EST,31ORWUNT_WQX-OR544.8M,STORET-1046729098,,Between Inst Detect and Quant Limit,,Nickel,"Filtered, field",,,EST,Accepted,,Actual,,,,,,,,,,LF based on DCLS QQ qualifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,,https://www.nemi.gov/methods/method_summary/4665/,Virginia Division of Consolidated Lab Service,2024-01-26,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR544.8M%3A20240108%3A0130%3ASFST/results/1046729098/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR374.2M:20240313:1105:SRR,2024-03-13,11:05:00,EDT,31ORWUNT_WQX-OR374.2M,STORET-1046728839,,,,Manganese,"Unfiltered, field",71.6,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,,https://www.nemi.gov/methods/method_summary/4690/,Virginia Division of Consolidated Lab Service,2024-05-17,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR4495M:20240125:0405:SRR,2024-01-25,04:05:00,EST,31ORWUNT_WQX-OR4495M,STORET-1046728972,,,,Nickel,"Unfiltered, field",3.46,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,,https://www.nemi.gov/methods/method_summary/4665/,Virginia Division of Consolidated Lab Service,2024-02-09,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-KY4.1M:20240111:1420:FM,2024-01-11,14:20:00,EST,31ORWUNT_WQX-KY4.1M,STORET-1046626473,,,,"Temperature, water",,9.28,deg C,,Final,,Actual,,,,,,,,,,"PACE Lab ID is 4014005-01, User Supplied Activity ID changed to conform with Activity ID",,,,,,,,,,,,,,,,,,,,,,,,,,,,120.1,YSI,Direct Measurement Method,,,,"Pace Analytical Services, LLC",2024-01-11,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR544.8M:20240108:0130:SRR,2024-01-08,01:30:00,EST,31ORWUNT_WQX-OR544.8M,STORET-1046729132,,,,Calcium,"Unfiltered, field",31.6,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,,https://www.nemi.gov/methods/method_summary/4690/,Virginia Division of Consolidated Lab Service,2024-01-29,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR4495M:20240313:1430:SRR,2024-03-13,14:30:00,EDT,31ORWUNT_WQX-OR4495M,STORET-1046729024,,Between Inst Detect and Quant Limit,,Selenium,"Unfiltered, field",,,EST,Accepted,,Actual,,,,,,,,,,LF based on DCLS QQ qualifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,,https://www.nemi.gov/methods/method_summary/4665/,Virginia Division of Consolidated Lab Service,2024-05-17,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR4495M%3A20240313%3A1430%3ASRR/results/1046729024/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR4495M:20240313:1430:SFST,2024-03-13,14:30:00,EDT,31ORWUNT_WQX-OR4495M,STORET-1046728999,,,,Sodium,"Filtered, field",13.2,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,,https://www.nemi.gov/methods/method_summary/4690/,Virginia Division of Consolidated Lab Service,2024-05-09,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR544.8M:20240108:0130:SRR,2024-01-08,01:30:00,EST,31ORWUNT_WQX-OR544.8M,STORET-1046729128,,,,Manganese,"Unfiltered, field",21.9,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,,https://www.nemi.gov/methods/method_summary/4690/,Virginia Division of Consolidated Lab Service,2024-01-26,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR4495M:20240313:1430:SO,2024-03-13,14:30:00,EDT,31ORWUNT_WQX-OR4495M,STORET-1046728995,,,,Fixed suspended solids,Unfiltered,56,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I-3766-85,USDOI/USGS,"Solids, nonvolatile-on-ignition, suspended, calculation",,,,Virginia Division of Consolidated Lab Service,2024-03-16,,,,,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ABLI_SSTS_202401110001,2024-01-11,11:34:00,EST,11NPSWRD_WQX-ABLI_SSTS,STORET-1056173017,,,,"Temperature, air",,6,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.1,USEPA,Temperature,,,https://www.nemi.gov/methods/method_summary/5216/,,,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR544.8M:20240306:1430:SFST,2024-03-06,14:30:00,EST,31ORWUNT_WQX-OR544.8M,STORET-1046729159,,Not Detected,,Thallium,"Filtered, field",,,U,Final,,Actual,,,,,,,,,,LF based on DCLS 'T' qualifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,,https://www.nemi.gov/methods/method_summary/4665/,Virginia Division of Consolidated Lab Service,2024-04-24,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR544.8M%3A20240306%3A1430%3ASFST/results/1046729159/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-KY4.1M:20240111:1420:SR,2024-01-11,14:20:00,EST,31ORWUNT_WQX-KY4.1M,STORET-1046626486,,Present Below Quantification Limit,,Phenols,Total,,,J,Final,,Actual,,,,,,,,,,"PACE Lab ID is 4014005-01, User Supplied Activity ID changed to conform with Activity ID",,,,,,,,,,,,,,,,,,,,,,,,,,,,420.4,USEPA,Total Recoverable Phenolics in Water,,,https://www.nemi.gov/methods/method_summary/9630/,"Pace Analytical Services, LLC",2024-01-22,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-KY4.1M%3A20240111%3A1420%3ASR/results/1046626486/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR640M:20240306:1130:SFST,2024-03-06,11:30:00,EST,31ORWUNT_WQX-OR640M,STORET-1046729542,,Not Detected,,Thallium,"Filtered, field",,,U,Final,,Actual,,,,,,,,,,LF based on DCLS 'T' qualifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,,https://www.nemi.gov/methods/method_summary/4665/,Virginia Division of Consolidated Lab Service,2024-04-24,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR640M%3A20240306%3A1130%3ASFST/results/1046729542/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR544.8M:20240306:1430:QFR,2024-03-06,14:30:00,EST,31ORWUNT_WQX-OR544.8M,STORET-1046627202,,,as CaCO3,"Hardness, carbonate",,104,mg/L,D,Final,,Calculated,,,,,,,,,,"PACE Lab ID is 4032628-03, User Supplied Activity ID changed to conform with Activity ID",,,,,,,,,,,,,,,,,,,,,,,,,,,,2340B,APHA,2340 B ~ Hardness by Calculation,,,https://www.nemi.gov/methods/method_summary/4679/,"Pace Analytical Services, LLC",2024-03-15,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR640M:20240108:1030:QFR,2024-01-08,10:30:00,EST,31ORWUNT_WQX-OR640M,STORET-1046729516,,Between Inst Detect and Quant Limit,,Antimony,"Unfiltered, field",,,EST,Accepted,,Actual,,,,,,,,,,LF based on DCLS QQ qualifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,,https://www.nemi.gov/methods/method_summary/4665/,Virginia Division of Consolidated Lab Service,2024-01-26,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR640M%3A20240108%3A1030%3AQFR/results/1046729516/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR640M:20240306:1130:QFB,2024-03-06,11:30:00,EST,31ORWUNT_WQX-OR640M,STORET-1046729533,,Not Detected,,Arsenic,"Filtered, field",,,U,Final,,Actual,,,,,,,,,,LF based on DCLS 'T' qualifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,,https://www.nemi.gov/methods/method_summary/4665/,Virginia Division of Consolidated Lab Service,2024-04-11,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR640M%3A20240306%3A1130%3AQFB/results/1046729533/resdetectqntlmts,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ABLI_HSSS_202401110001,2024-01-11,10:50:00,EST,11NPSWRD_WQX-ABLI_HSSS,STORET-1056172776,,,,Weather condition (WMO code 4501) (choice list),,0,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR544.8M:20240108:0130:SRR,2024-01-08,01:30:00,EST,31ORWUNT_WQX-OR544.8M,STORET-1046729126,,,,Nickel,"Unfiltered, field",1.25,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,,https://www.nemi.gov/methods/method_summary/4665/,Virginia Division of Consolidated Lab Service,2024-01-26,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-KY4.1M:20240111:1420:SR,2024-01-11,14:20:00,EST,31ORWUNT_WQX-KY4.1M,STORET-1046626480,,,as N,Nitrate + Nitrite,Total,1.06,mg/L,,Final,,Actual,,,,,,,,,,"PACE Lab ID is 4014005-01, User Supplied Activity ID changed to conform with Activity ID",,,,,,,,,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,,https://www.nemi.gov/methods/method_summary/4702/,"Pace Analytical Services, LLC",2024-01-24,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR374.2M:20240313:1105:SRR,2024-03-13,11:05:00,EDT,31ORWUNT_WQX-OR374.2M,STORET-1046728843,,,,Chromium,"Unfiltered, field",1.62,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,,https://www.nemi.gov/methods/method_summary/4665/,Virginia Division of Consolidated Lab Service,2024-05-17,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR544.8M:20240108:1330:SR,2024-01-08,13:30:00,EST,31ORWUNT_WQX-OR544.8M,STORET-1046627184,,,,Organic carbon,"Filtered, field",2.7,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5310-C,APHA,5310 C ~ Total Organic Carbon in Water- Ultraviolet Oxidation Method,,,https://www.nemi.gov/methods/method_summary/5718/,"Pace Analytical Services, LLC",2024-01-11,,,,,,,,,,,,,,STORET
